NU_ANO;CO_CURSO;DS_VT_ACE_OFG;DS_VT_ACE_OCE;NT_FG_D1_CT;NT_FG_D2_CT;NT_CE_D1;NT_CE_D2;NT_CE_D3
2022;1178683;00100100;190090011900009000101001009;50;50;40;40;0
2022;1178683;11110000;091190000900019001000101009;25;12.5;0;20;20
2022;1178683;10101111;090090000900009011010001009;100;75;0;30;0
2022;1178683;00010101;190091010900009000101100009;62.5;62.5;50;36.7;0
2022;1178683;01100111;191091001900019001100100019;25;0;0;0;0
2022;1178683;01110101;090090001900009100110110009;62.5;75;40;63.3;0
2022;1178683;01101110;190090011900109000011001019;25;50;20;20;0
2022;1178683;11111101;190090010900009010001011009;87.5;37.5;30;20;0
2022;1178683;01111100;190191010910019000000000119;50;0;20;33.3;60
2022;1178683;10111101;091090010901019100000101009;50;37.5;50;30;20
2022;1178683;01110111;190191101910009000010100009;62.5;0;40;40;0
2022;1178683;01101101;190190110901119000001000109;50;50;40;0;0
2022;1178683;01101110;190090111900109000011100119;62.5;12.5;0;0;0
2022;1178683;01010111;190091100910109010001010009;50;100;30;30;20
2022;1178683;01111100;190090000910109100111010109;50;50;40;40;0
2022;1178683;11110010;190091010900019000011011019;50;75;30;20;20
2022;1178683;11111111;190091100900019000011001119;62.5;0;0;0;0
2022;1178683;00111110;090091001910109100000111019;100;62.5;50;20;0
2022;1178683;11100111;090091010900109101111111009;25;75;0;0;0
2022;1178683;01110100;190190101901109001001111109;25;62.5;30;20;20
2022;1178683;10011101;091091000901009010110101119;100;87.5;40;20;0
2022;1178683;01100101;090091101900119111010101009;62.5;0;90;70;40
2022;1178683;01100111;091191101910119000011000019;75;62.5;20;63.3;0
2022;1178683;01111111;191191000911119000010010009;75;87.5;10;20;20
2022;1178683;01101101;191191001900109101110101109;37.5;75;50;33.3;0
2022;1178683;11110100;190091111910019010111100019;87.5;62.5;20;20;20
2022;1178683;01100111;091091100910109101111111009;62.5;75;0;10;60
2022;1178683;01110111;191191100910109111010001109;62.5;75;0;20;20
2022;1178683;11110111;191091100900119010110110019;75;75;30;46.7;0
2022;1178683;01111111;191091111900109110000111009;87.5;62.5;10;90;0
2022;1178683;11110101;091191110900119001101111019;37.5;75;40;36.7;0
2022;1178683;11111111;191091101901109111001110019;50;75;40;53.3;0
2022;1178683;01111101;190191111911109011011011019;62.5;87.5;40;56.7;20
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;;;;;;;
2022;1178684;00010001;900090900010010000010000011;0;0;0;0;0
2022;1178684;11000000;900090900010001100001000000;37.5;62.5;60;25;20
2022;1178684;11010111;900090901001000001000000000;0;12.5;70;100;0
2022;1178684;00101101;900190900000000000011101000;100;75;60;75;40
2022;1178684;10000101;900091910110100110000101001;62.5;62.5;0;0;0
2022;1178684;01110111;900091900110101000000011000;50;62.5;15;70;20
2022;1178684;01111100;900191900110101010000100100;75;62.5;0;0;0
2022;1178684;00110101;900090910110110110100001100;62.5;50;35;30;10
2022;1178684;11100001;900190901111100001000010100;37.5;87.5;40;60;50
2022;1178684;11101101;901091911100001110100100000;75;100;0;0;0
2022;1178684;01010110;910190910111101100100000111;50;37.5;0;0;0
2022;1178684;11110001;900190900111100000111110000;87.5;75;30;50;40
2022;1178684;01110001;910090900110101010100111100;87.5;75;45;75;0
2022;1178684;00100011;900090900101110110110111110;50;37.5;50;70;0
2022;1178684;11111001;901090910101110010001111000;37.5;50;50;60;10
2022;1178684;10000101;910190910111111100010110000;25;62.5;65;85;0
2022;1178684;01100100;910190900101101110100111100;75;25;25;75;30
2022;1178684;00110001;901191901111101010110001001;75;62.5;45;0;0
2022;1178684;01110110;900190910111111010000100101;37.5;62.5;50;40;50
2022;1178684;01110101;910090911111111100110110000;12.5;0;45;50;40
2022;1178684;00111111;910091910111100110100000001;75;87.5;40;50;30
2022;1178684;00101111;901191901111101111101010000;50;0;40;0;0
2022;1178684;00100101;900091910110111000111111001;37.5;62.5;40;100;10
2022;1178684;00100101;901190901110101011101110001;75;75;50;75;20
2022;1178684;11101101;900091911111101010001111000;50;87.5;30;75;30
2022;1178684;01100101;911191901111101010101110000;87.5;75;40;50;20
2022;1178684;00101101;901090910111111000111111100;75;100;60;40;100
2022;1178684;01110101;900191900111110011100111111;50;75;45;85;20
2022;1178684;11101001;901191910111001011001110101;62.5;75;60;85;70
2022;1178684;11100111;911190901111101010010111010;0;100;45;85;90
2022;1178684;01110111;911190910110101011111111000;50;87.5;100;35;0
2022;1178684;11110101;910191901111101011000111111;50;87.5;65;25;20
2022;1178684;01111101;901190911110101110101110110;25;87.5;50;100;80
2022;1178684;00100011;910191910100111110110111111;62.5;75;80;100;50
2022;1178684;01100111;911091910111101001111110111;62.5;100;65;20;40
2022;1178684;11111111;911190911111011000101110111;100;75;70;85;20
2022;1178684;11111101;901190910111101110011111111;87.5;75;70;85;70
2022;1178684;01111111;911191901111111111110101110;62.5;75;30;85;40
2022;1178684;11111111;911191901111111011110111011;100;75;90;35;40
2022;1178684;11111111;911191911110101111110111111;87.5;87.5;25;50;90
2022;1183351;;;;;;;
2022;1183351;;;;;;;
2022;1183351;;;;;;;
2022;1183351;;;;;;;
2022;1183351;;;;;;;
2022;1183351;;;;;;;
2022;1183351;01100101;900090010901000009810901090;25;0;20;0;0
2022;1183351;01101111;901090010900000009801900090;62.5;87.5;20;0;0
2022;1183351;11101111;900190000900000109800900091;50;50;20;0;0
2022;1183351;01111101;900191100901000009800900090;37.5;75;30;0;50
2022;1183351;01100111;900190101910000009800910090;62.5;87.5;0;0;0
2022;1183351;01110101;901090010901011009800900090;87.5;75;0;0;0
2022;1183351;01010111;900090101911000009810901190;0;0;20;10;50
2022;1183351;01101111;900191001911000009800900091;0;0;20;10;75
2022;1183351;01101101;900091101911000009800900190;25;50;0;70;0
2022;1183351;11101111;900090001901001009800901090;87.5;75;20;0;25
2022;1183351;11101101;901091100910001009800911090;0;50;0;0;0
2022;1183351;00110111;901190010901000009810900191;50;0;30;70;0
2022;1183351;00110100;911091110901000009800900190;75;50;20;0;100
2022;1183351;00010111;911090000910100109800901090;87.5;75;50;10;100
2022;1183351;01111001;900190101900001009810900190;100;75;20;70;0
2022;1183351;01101111;901190100911000009800900190;50;87.5;40;0;75
2022;1183351;01110001;910090011911100019800900190;75;50;30;40;25
2022;1183351;11110110;910091110900000009800910091;100;75;0;0;100
2022;1183351;11111111;901090001911000109800900090;62.5;62.5;60;80;0
2022;1183351;01110011;901190111910000009800910190;62.5;62.5;0;50;0
2022;1183351;11111111;910090011910100009800901091;87.5;37.5;70;100;0
2022;1183351;11111101;900190001911100109800901190;87.5;50;60;0;100
2022;1183351;11111101;911190110901100019800901190;0;75;50;10;75
2022;1183351;11111111;900190111901000109801910190;50;75;30;0;75
2022;1183351;01111111;901190101900001019801911191;37.5;37.5;20;40;0
2022;1183351;01111111;900190011911000019810901191;75;75;0;60;25
2022;1183351;11111111;910091101911101009800910090;75;87.5;20;100;0
